context_id,role,cls_predict,label,pred_position,gold_position,score2
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-裁员人数,1,1,"[(31, 33)]","[(31, 33)]","{(31, 33): 1.9713737}"
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-时间,1,1,"[(22, 24)]","[(22, 24)]","{(22, 24): 1.9002478}"
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-裁员方,0,0,[],[],{}
b90900665eee74f658eed125a321ee06,组织关系-裁员-时间,1,1,"[(12, 14)]","[(12, 14)]","{(12, 14): 1.3196433}"
b90900665eee74f658eed125a321ee06,组织关系-裁员-裁员方,1,1,"[(17, 41)]","[(17, 41)]","{(17, 41): 1.5792593}"
b90900665eee74f658eed125a321ee06,组织关系-裁员-裁员人数,0,0,[],[],{}
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-裁员方,1,1,"[(17, 21)]","[(17, 21), (28, 33)]","{(17, 21): 1.6439639}"
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-时间,0,0,[],[],{}
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-裁员人数,0,0,[],[],{}
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-裁员方,1,1,"[(14, 15)]","[(14, 15)]","{(14, 15): 1.1300217}"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-加盟者,1,1,"[(39, 47)]","[(39, 47)]","{(39, 47): 1.8444031}"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-所加盟组织,1,1,"[(16, 17), (37, 38)]","[(16, 17)]","{(16, 17): 1.2747718, (37, 38): 1.1827092}"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-时间,0,0,[],[],{}
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-解雇方,1,0,"[(14, 15), (35, 36)]",[],"{(14, 15): 1.3811327, (35, 36): 1.2161524}"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-被解雇人员,1,0,"[(41, 49)]",[],"{(41, 49): 1.8083533}"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-时间,0,0,[],[],{}
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-时间,0,0,[],[],{}
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-裁员人数,0,0,[],[],{}
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-裁员方,1,1,"[(29, 39)]","[(29, 39)]","{(29, 39): 1.6367321}"
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-裁员人数,1,1,"[(59, 60)]","[(57, 60)]","{(59, 60): 1.7769411}"
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-时间,0,0,[],[],{}
bc436949df35727c97d96c2fee166113,组织关系-裁员-时间,0,1,[],"[(12, 15)]",{}
bc436949df35727c97d96c2fee166113,组织关系-裁员-裁员方,1,1,"[(20, 20)]","[(20, 20)]","{(20, 20): 1.9148899}"
bc436949df35727c97d96c2fee166113,组织关系-裁员-裁员人数,1,1,"[(25, 28), (39, 42)]","[(60, 63)]","{(25, 28): 1.6946579, (39, 42): 1.6612025}"
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-裁员方,1,1,"[(22, 24)]","[(22, 27)]","{(22, 24): 1.6769265}"
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-收购方,1,1,"[(35, 35)]","[(35, 35)]","{(35, 35): 1.9018393}"
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-出售方,1,1,[],"[(38, 41)]",{}
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-时间,0,0,[],[],{}
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-出售价格,0,0,[],[],{}
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-时间,0,0,[],[],{}
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-裁员人数,0,0,[],[],{}
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-交易物,0,0,[],[],{}
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-时间,1,1,"[(12, 13)]","[(12, 13)]","{(12, 13): 1.9863852}"
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-裁员方,1,1,"[(16, 19)]","[(16, 17)]","{(16, 19): 1.9773569}"
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-裁员人数,1,1,"[(23, 24)]","[(23, 24)]","{(23, 24): 1.9111104}"
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-裁员方,1,1,"[(21, 22), (32, 33)]","[(21, 22)]","{(21, 22): 1.3507565, (32, 33): 1.6094261}"
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-时间,0,0,[],[],{}
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-裁员人数,0,0,[],[],{}
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-裁员方,1,1,"[(13, 20)]","[(13, 20)]","{(13, 20): 1.8133247}"
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-裁员人数,1,1,"[(24, 25)]","[(24, 25)]","{(24, 25): 1.9776697}"
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-时间,0,0,[],[],{}
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-裁员方,1,1,"[(16, 17)]","[(16, 17)]","{(16, 17): 1.5937147}"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-退出方,1,1,"[(16, 90)]","[(83, 90)]","{(16, 90): 1.8461809}"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-原所属组织,1,1,"[(18, 98), (96, 111)]","[(96, 97)]","{(18, 98): 1.3423747, (96, 111): 1.7164685}"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-时间,0,0,[],[],{}
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-时间,1,0,"[(23, 25)]",[],"{(23, 25): 1.6175092}"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-裁员人数,1,0,[],[],{}
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-裁员方,1,1,"[(18, 18)]","[(18, 18)]","{(18, 18): 1.8916787}"
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-时间,0,0,[],[],{}
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-裁员人数,0,0,[],[],{}
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-裁员方,1,1,"[(13, 16)]","[(13, 16)]","{(13, 16): 1.9572517}"
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-裁员人数,1,1,"[(31, 33)]","[(31, 33)]","{(31, 33): 1.8501947}"
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-时间,0,0,[],[],{}
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-裁员方,1,1,"[(23, 24)]","[(23, 24)]","{(23, 24): 1.8296237}"
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-裁员人数,1,1,"[(44, 45)]","[(44, 45)]","{(44, 45): 1.5459723}"
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-时间,0,0,[],[],{}
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-裁员方,1,1,"[(13, 13)]","[(13, 13)]","{(13, 13): 1.9782438}"
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-裁员人数,1,1,"[(18, 19)]","[(18, 19)]","{(18, 19): 1.9707253}"
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-时间,0,0,[],[],{}
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-时间,1,1,[],"[(43, 54)]",{}
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(58, 86)]","[(60, 86)]","{(58, 86): 1.7851247}"
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-受伤人数,0,1,[],"[(108, 109)]",{}
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-死亡人数,0,0,[],[],{}
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(22, 27)]","[(22, 27)]","{(22, 27): 1.9446741}"
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-死亡人数,1,1,"[(31, 32)]","[(31, 32)]","{(31, 32): 1.9474304}"
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-地点,1,1,[],"[(15, 16)]",{}
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-时间,0,0,[],[],{}
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者年龄,0,0,[],[],{}
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者,0,0,[],[],{}
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(26, 29)]","[(17, 29)]","{(26, 29): 1.9331379}"
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-死亡人数,1,1,"[(33, 34)]","[(33, 34)]","{(33, 34): 1.9442847}"
ea027504736dd02c9d075190b0479904,人生-死亡-时间,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,人生-死亡-死者年龄,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,人生-死亡-死者,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
ea027504736dd02c9d075190b0479904,人生-死亡-地点,1,0,"[(19, 22)]",[],"{(19, 22): 1.7780439}"
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(17, 23)]","[(17, 23)]","{(17, 23): 1.7875565}"
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-死亡人数,1,1,"[(27, 28)]","[(27, 28)]","{(27, 28): 1.6840283}"
0198620fafb91ba57c64f810a2fdce60,人生-死亡-地点,1,1,"[(10, 16)]","[(10, 11)]","{(10, 16): 1.9325374}"
0198620fafb91ba57c64f810a2fdce60,人生-失联-地点,1,1,"[(10, 16)]","[(10, 11)]","{(10, 16): 1.9555892}"
0198620fafb91ba57c64f810a2fdce60,人生-死亡-时间,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,人生-死亡-死者年龄,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,人生-死亡-死者,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,人生-失联-时间,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,人生-失联-失联者,0,0,[],[],{}
0198620fafb91ba57c64f810a2fdce60,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-坍塌主体,1,1,[],"[(17, 18)]",{}
046a86a7769f5a361eec197fa8404a49,人生-死亡-时间,0,0,[],[],{}
046a86a7769f5a361eec197fa8404a49,人生-死亡-死者年龄,1,0,"[(17, 18)]",[],"{(17, 18): 1.423345}"
046a86a7769f5a361eec197fa8404a49,人生-死亡-死者,1,0,"[(15, 18)]",[],"{(15, 18): 1.5069171}"
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
046a86a7769f5a361eec197fa8404a49,灾害/意外-坍/垮塌-死亡人数,0,0,[],[],{}
046a86a7769f5a361eec197fa8404a49,人生-死亡-地点,0,0,[],[],{}
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-时间,1,1,"[(15, 18), (67, 70)]","[(15, 18), (67, 70)]","{(15, 18): 1.9559832, (67, 70): 1.919885}"
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(22, 46), (31, 97)]","[(31, 46), (83, 97)]","{(22, 46): 1.5129085, (31, 97): 1.612428}"
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-死亡人数,1,1,"[(54, 55)]","[(54, 55), (101, 102)]","{(54, 55): 1.510884}"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-时间,1,1,"[(10, 13)]","[(10, 13), (62, 65)]","{(10, 13): 1.5443695}"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者,1,1,[],"[(49, 52), (96, 99)]",{}
6d5b61216556ea335377a60923cf3ea5,人生-死亡-地点,1,1,"[(24, 34)]","[(24, 39), (76, 90)]","{(24, 34): 1.5518173}"
6d5b61216556ea335377a60923cf3ea5,人生-死亡-死者年龄,0,0,[],[],{}
6d5b61216556ea335377a60923cf3ea5,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(17, 21)]","[(17, 21)]","{(17, 21): 1.9665339}"
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-死亡人数,1,1,"[(30, 33)]","[(32, 33)]","{(30, 33): 1.2768556}"
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-受伤人数,1,1,[],"[(34, 35)]",{}
1765512c8e8716259bd40ab9d0b2966a,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(23, 24)]","[(23, 24)]","{(23, 24): 1.9746289}"
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
feeac8dc0820599c3cb7304b4ee70b94,灾害/意外-坍/垮塌-死亡人数,0,0,[],[],{}
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-时间,1,1,"[(15, 28)]","[(15, 28)]","{(15, 28): 1.868261}"
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(55, 77)]","[(55, 77)]","{(55, 77): 1.8022178}"
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-死亡人数,0,0,[],[],{}
ae7e4243b3817d0ca48ff8c613a1582e,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-坍塌主体,1,1,"[(17, 23)]","[(17, 23)]","{(17, 23): 1.8713505}"
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-死亡人数,1,1,"[(27, 28)]","[(27, 27)]","{(27, 28): 1.7982123}"
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-时间,0,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-受伤人数,0,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款金额,0,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,灾害/意外-坍/垮塌-时间,0,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-罚款对象,1,0,[],[],{}
bb9a4da860d2d095a42272bbf19d8193,司法行为-罚款-执法机构,0,0,[],[],{}
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-解约方,1,1,"[(17, 19)]","[(17, 19)]","{(17, 19): 1.8099228}"
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-被解约方,1,1,"[(23, 25)]","[(23, 25)]","{(23, 25): 1.736617}"
eb072d9a8d983591b1b5af729a41649d,组织关系-解约-时间,0,0,[],[],{}
5934464a705167ff1aabb5ebddff2435,组织关系-解约-解约方,1,1,"[(25, 27)]","[(25, 27)]","{(25, 27): 1.5754029}"
5934464a705167ff1aabb5ebddff2435,组织关系-解约-被解约方,1,1,"[(26, 28)]","[(32, 33)]","{(26, 28): 1.7395716}"
5934464a705167ff1aabb5ebddff2435,组织关系-解约-时间,0,0,[],[],{}
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-解约方,1,1,"[(13, 15)]","[(13, 15)]","{(13, 15): 1.932223}"
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-被解约方,1,0,"[(14, 16)]",[],"{(14, 16): 1.6756215}"
ad9a7af7c7b3c0cb6c161bf1c532b6bb,组织关系-解约-时间,0,0,[],[],{}
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-解约方,1,1,"[(18, 19)]","[(18, 19)]","{(18, 19): 1.7215189}"
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-被解约方,1,0,"[(19, 20)]",[],"{(19, 20): 1.6151797}"
328821013fd2ffa0d7f55ad8634d972e,组织关系-解约-时间,0,0,[],[],{}
72d9543da081221ee04074ef39108e67,产品行为-召回-召回方,1,1,"[(16, 30)]","[(16, 30)]","{(16, 30): 1.8229752}"
72d9543da081221ee04074ef39108e67,产品行为-召回-时间,1,1,"[(89, 94)]","[(89, 94)]","{(89, 94): 1.8861301}"
72d9543da081221ee04074ef39108e67,产品行为-召回-召回内容,1,1,[],"[(101, 115)]",{}
