context_id,role,label,pred_position,gold_position
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-裁员人数,1,"[(17, 19)]","[(17, 19)]"
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-时间,1,[],"[(10, 12)]"
cba11b5059495e635b4f95e7484b2684,组织关系-裁员-裁员方,0,[],[]
b90900665eee74f658eed125a321ee06,组织关系-裁员-时间,1,"[(0, 2)]","[(0, 2)]"
b90900665eee74f658eed125a321ee06,组织关系-裁员-裁员方,1,"[(4, 28)]","[(4, 28)]"
b90900665eee74f658eed125a321ee06,组织关系-裁员-裁员人数,0,[],[]
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-裁员方,1,"[(18, 20)]","[(4, 8), (15, 20)]"
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-时间,0,[],[]
c970d67bb8d3e57db77c4dbbdfbe9769,组织关系-裁员-裁员人数,0,[],[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-裁员方,1,"[(1, 2)]","[(1, 2)]"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-加盟者,1,"[(28, 34)]","[(26, 34)]"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-所加盟组织,1,"[(1, 2)]","[(1, 2)]"
8a440ade8a8bac469e0357cc519ec9c0,组织关系-加盟-时间,0,[],[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-解雇方,0,"[(1, 2)]",[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-被解雇人员,0,"[(26, 34)]",[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-解雇-时间,0,[],[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-时间,0,[],[]
8a440ade8a8bac469e0357cc519ec9c0,组织关系-裁员-裁员人数,0,[],[]
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-裁员方,1,"[(16, 26)]","[(16, 26)]"
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-裁员人数,1,"[(45, 46)]","[(43, 46)]"
312d8e8b74cf4d1ac548143b27c949a3,组织关系-裁员-时间,0,[],[]
bc436949df35727c97d96c2fee166113,组织关系-裁员-时间,1,[],"[(0, 3)]"
bc436949df35727c97d96c2fee166113,组织关系-裁员-裁员方,1,"[(7, 7)]","[(7, 7)]"
bc436949df35727c97d96c2fee166113,组织关系-裁员-裁员人数,1,"[(11, 14), (25, 28)]","[(46, 49)]"
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-裁员方,1,"[(9, 14)]","[(9, 14)]"
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-收购方,1,"[(18, 18)]","[(18, 18)]"
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-出售方,1,"[(21, 23)]","[(21, 24)]"
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-时间,0,[],[]
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-出售价格,0,[],[]
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-时间,0,[],[]
4acb307de2f61a9989c7616af6ff9f10,组织关系-裁员-裁员人数,0,[],[]
4acb307de2f61a9989c7616af6ff9f10,财经/交易-出售/收购-交易物,0,[],[]
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-时间,1,"[(0, 1)]","[(0, 1)]"
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-裁员方,1,"[(3, 4)]","[(3, 4)]"
7c1f296c17f91ed0bf6fb0620367b0fa,组织关系-裁员-裁员人数,1,"[(9, 10)]","[(9, 10)]"
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-裁员方,1,"[(8, 9)]","[(8, 9)]"
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-时间,0,[],[]
4a21dfc53d3874d55d69860ff1e1b17c,组织关系-裁员-裁员人数,0,[],[]
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-裁员方,1,"[(0, 7)]","[(0, 7)]"
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-裁员人数,1,"[(10, 11)]","[(10, 11)]"
f2d936214dc2cb1b873a75ee29a30ec9,组织关系-裁员-时间,0,[],[]
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-裁员方,1,"[(3, 4)]","[(3, 4)]"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-退出方,1,"[(70, 77)]","[(70, 77)]"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-原所属组织,1,"[(81, 82)]","[(81, 82)]"
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-退出-时间,0,[],[]
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-时间,0,"[(11, 13)]",[]
c288ea56951e058c7d5d26b3d7b6a55f,组织关系-裁员-裁员人数,0,"[(57, 59)]",[]
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-裁员方,1,"[(5, 5)]","[(5, 5)]"
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-时间,0,[],[]
28a837e42b88ad1242927f16be30cb37,组织关系-裁员-裁员人数,0,[],[]
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-裁员方,1,"[(0, 3)]","[(0, 3)]"
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-裁员人数,1,"[(17, 19)]","[(17, 19)]"
62bcd2246e06ee9de6129403f755d24d,组织关系-裁员-时间,0,[],[]
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-裁员方,1,"[(10, 11)]","[(10, 11)]"
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-裁员人数,1,"[(30, 31)]","[(30, 31)]"
2a7cab1215b160f20319823e1f8a69cd,组织关系-裁员-时间,0,[],[]
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-裁员方,1,"[(0, 0)]","[(0, 0)]"
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-裁员人数,1,"[(4, 5)]","[(4, 5)]"
22e484b9cdbd618bdaefd83c555f88a1,组织关系-裁员-时间,0,[],[]
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-时间,1,"[(28, 39)]","[(28, 39)]"
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-坍塌主体,1,"[(43, 69)]","[(43, 69)]"
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-受伤人数,1,[],"[(91, 92)]"
238d0957f809dc480afeeecaa45d59c5,灾害/意外-坍/垮塌-死亡人数,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-坍塌主体,1,"[(5, 10)]","[(5, 10)]"
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-死亡人数,1,"[(14, 15)]","[(14, 15)]"
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-地点,1,"[(5, 8)]","[(5, 6)]"
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-时间,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者年龄,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,人生-死亡-死者,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-受伤人数,0,[],[]
0568cceb0ab565d1d5610d79ac2d2da8,灾害/意外-坍/垮塌-时间,0,[],[]
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-坍塌主体,1,"[(5, 12)]","[(0, 12)]"
ea027504736dd02c9d075190b0479904,灾害/意外-坍/垮塌-死亡人数,1,"[(16, 17)]","[(16, 17)]"
ea027504736dd02c9d075190b0479904,人生-死亡-时间,0,[],[]
ea027504736dd02c9d075190b0479904,人生-死亡-死者年龄,0,[],[]
ea027504736dd02c9d075190b0479904,人生-死亡-死者,0,[],[]
