nohup: ignoring input
Start training.
--------------- The 1-th fold as the validation set... ---------------
Hierarchical: Preprocessing dataset...
Data length:  21719
Epoch id: 1, Training steps: 250, Loss: 0.909447
Epoch id: 1, Training steps: 500, Loss: 0.681262
Epoch id: 1, Training steps: 750, Loss: 0.555889
Epoch id: 1, Training steps: 1000, Loss: 0.460622
Epoch id: 1, Training steps: 1250, Loss: 0.386361
Epoch id: 1, Training steps: 1500, Loss: 0.259802
Epoch id: 1, Training steps: 1750, Loss: 0.271373
Epoch id: 1, Training steps: 2000, Loss: 0.214054
Epoch id: 1, Training steps: 2250, Loss: 0.191613
Epoch id: 1, Training steps: 2500, Loss: 0.172995
Epoch id: 2, Training steps: 250, Loss: 0.117105
Epoch id: 2, Training steps: 500, Loss: 0.119976
Epoch id: 2, Training steps: 750, Loss: 0.107557
Epoch id: 2, Training steps: 1000, Loss: 0.108674
Epoch id: 2, Training steps: 1250, Loss: 0.068659
Epoch id: 2, Training steps: 1500, Loss: 0.079530
Epoch id: 2, Training steps: 1750, Loss: 0.080972
Epoch id: 2, Training steps: 2000, Loss: 0.063166
Epoch id: 2, Training steps: 2250, Loss: 0.068317
Epoch id: 2, Training steps: 2500, Loss: 0.070833
Epoch id: 3, Training steps: 250, Loss: 0.049233
Epoch id: 3, Training steps: 500, Loss: 0.052940
Epoch id: 3, Training steps: 750, Loss: 0.047082
Epoch id: 3, Training steps: 1000, Loss: 0.050723
Epoch id: 3, Training steps: 1250, Loss: 0.091777
Epoch id: 3, Training steps: 1500, Loss: 0.052361
Epoch id: 3, Training steps: 1750, Loss: 0.063517
Epoch id: 3, Training steps: 2000, Loss: 0.033102
Epoch id: 3, Training steps: 2250, Loss: 0.054342
Epoch id: 3, Training steps: 2500, Loss: 0.031695
Epoch id: 4, Training steps: 250, Loss: 0.047703
Epoch id: 4, Training steps: 500, Loss: 0.061456
Epoch id: 4, Training steps: 750, Loss: 0.048076
Epoch id: 4, Training steps: 1000, Loss: 0.040397
Epoch id: 4, Training steps: 1250, Loss: 0.042082
Epoch id: 4, Training steps: 1500, Loss: 0.026037
Epoch id: 4, Training steps: 1750, Loss: 0.048004
Epoch id: 4, Training steps: 2000, Loss: 0.042260
Epoch id: 4, Training steps: 2250, Loss: 0.022698
Epoch id: 4, Training steps: 2500, Loss: 0.018625
Epoch id: 5, Training steps: 250, Loss: 0.026114
Epoch id: 5, Training steps: 500, Loss: 0.031010
Epoch id: 5, Training steps: 750, Loss: 0.022814
Epoch id: 5, Training steps: 1000, Loss: 0.017647
Epoch id: 5, Training steps: 1250, Loss: 0.025517
Epoch id: 5, Training steps: 1500, Loss: 0.022362
Epoch id: 5, Training steps: 1750, Loss: 0.013671
Epoch id: 5, Training steps: 2000, Loss: 0.016902
Epoch id: 5, Training steps: 2250, Loss: 0.056403
Epoch id: 5, Training steps: 2500, Loss: 0.034998
Event: total_right, total_predict, predict_right: 2452, 523, 473
Event: precision, recall, and f1: 0.904, 0.193, 0.318
Role: total_right, total_predict, predict_right: 5354, 823, 402
Role: precision, recall, and f1: 0.488, 0.075, 0.130
Saving middle model...
Epoch id: 6, Training steps: 250, Loss: 0.021208
Epoch id: 6, Training steps: 500, Loss: 0.023387
Epoch id: 6, Training steps: 750, Loss: 0.017245
Epoch id: 6, Training steps: 1000, Loss: 0.015388
Epoch id: 6, Training steps: 1250, Loss: 0.006825
Epoch id: 6, Training steps: 1500, Loss: 0.007748
Epoch id: 6, Training steps: 1750, Loss: 0.011243
Epoch id: 6, Training steps: 2000, Loss: 0.015044
Epoch id: 6, Training steps: 2250, Loss: 0.016836
Epoch id: 6, Training steps: 2500, Loss: 0.009551
Epoch id: 7, Training steps: 250, Loss: 0.023177
Epoch id: 7, Training steps: 500, Loss: 0.011038
Epoch id: 7, Training steps: 750, Loss: 0.011567
Epoch id: 7, Training steps: 1000, Loss: 0.025102
Epoch id: 7, Training steps: 1250, Loss: 0.006730
Epoch id: 7, Training steps: 1500, Loss: 0.008527
Epoch id: 7, Training steps: 1750, Loss: 0.011341
Epoch id: 7, Training steps: 2000, Loss: 0.011483
Epoch id: 7, Training steps: 2250, Loss: 0.008093
Epoch id: 7, Training steps: 2500, Loss: 0.005904
Epoch id: 8, Training steps: 250, Loss: 0.005523
Epoch id: 8, Training steps: 500, Loss: 0.005520
Epoch id: 8, Training steps: 750, Loss: 0.012241
Epoch id: 8, Training steps: 1000, Loss: 0.008672
Epoch id: 8, Training steps: 1250, Loss: 0.010269
Epoch id: 8, Training steps: 1500, Loss: 0.008712
Epoch id: 8, Training steps: 1750, Loss: 0.015774
Epoch id: 8, Training steps: 2000, Loss: 0.018664
Epoch id: 8, Training steps: 2250, Loss: 0.013749
Epoch id: 8, Training steps: 2500, Loss: 0.016313
Epoch id: 9, Training steps: 250, Loss: 0.005861
Epoch id: 9, Training steps: 500, Loss: 0.006338
Epoch id: 9, Training steps: 750, Loss: 0.010569
Epoch id: 9, Training steps: 1000, Loss: 0.007883
Epoch id: 9, Training steps: 1250, Loss: 0.007590
Epoch id: 9, Training steps: 1500, Loss: 0.005961
Epoch id: 9, Training steps: 1750, Loss: 0.006943
Epoch id: 9, Training steps: 2000, Loss: 0.011065
Epoch id: 9, Training steps: 2250, Loss: 0.004329
Epoch id: 9, Training steps: 2500, Loss: 0.026587
Epoch id: 10, Training steps: 250, Loss: 0.007778
Epoch id: 10, Training steps: 500, Loss: 0.010136
Epoch id: 10, Training steps: 750, Loss: 0.004388
Epoch id: 10, Training steps: 1000, Loss: 0.011055
Epoch id: 10, Training steps: 1250, Loss: 0.003391
Epoch id: 10, Training steps: 1500, Loss: 0.018082
Epoch id: 10, Training steps: 1750, Loss: 0.004555
Epoch id: 10, Training steps: 2000, Loss: 0.004858
Epoch id: 10, Training steps: 2250, Loss: 0.014479
Epoch id: 10, Training steps: 2500, Loss: 0.003122
Event: total_right, total_predict, predict_right: 2452, 1475, 936
Event: precision, recall, and f1: 0.635, 0.382, 0.477
Role: total_right, total_predict, predict_right: 5354, 2681, 1417
Role: precision, recall, and f1: 0.529, 0.265, 0.353
Saving middle model...
Epoch id: 11, Training steps: 250, Loss: 0.001439
Epoch id: 11, Training steps: 500, Loss: 0.008524
Epoch id: 11, Training steps: 750, Loss: 0.003509
Epoch id: 11, Training steps: 1000, Loss: 0.005097
Epoch id: 11, Training steps: 1250, Loss: 0.001981
Epoch id: 11, Training steps: 1500, Loss: 0.010626
Epoch id: 11, Training steps: 1750, Loss: 0.001323
Epoch id: 11, Training steps: 2000, Loss: 0.001293
Epoch id: 11, Training steps: 2250, Loss: 0.001260
Epoch id: 11, Training steps: 2500, Loss: 0.008276
Epoch id: 12, Training steps: 250, Loss: 0.010319
Epoch id: 12, Training steps: 500, Loss: 0.014399
Epoch id: 12, Training steps: 750, Loss: 0.001599
Epoch id: 12, Training steps: 1000, Loss: 0.003426
Epoch id: 12, Training steps: 1250, Loss: 0.001815
Epoch id: 12, Training steps: 1500, Loss: 0.003858
Epoch id: 12, Training steps: 1750, Loss: 0.004762
Epoch id: 12, Training steps: 2000, Loss: 0.002911
Epoch id: 12, Training steps: 2250, Loss: 0.008597
Epoch id: 12, Training steps: 2500, Loss: 0.001584
Epoch id: 13, Training steps: 250, Loss: 0.002413
Epoch id: 13, Training steps: 500, Loss: 0.002732
Epoch id: 13, Training steps: 750, Loss: 0.003535
Epoch id: 13, Training steps: 1000, Loss: 0.002681
Epoch id: 13, Training steps: 1250, Loss: 0.001338
Epoch id: 13, Training steps: 1500, Loss: 0.006225
Epoch id: 13, Training steps: 1750, Loss: 0.011370
Epoch id: 13, Training steps: 2000, Loss: 0.003050
Epoch id: 13, Training steps: 2250, Loss: 0.003409
Epoch id: 13, Training steps: 2500, Loss: 0.003928
Epoch id: 14, Training steps: 250, Loss: 0.001498
Epoch id: 14, Training steps: 500, Loss: 0.001783
Epoch id: 14, Training steps: 750, Loss: 0.002781
Epoch id: 14, Training steps: 1000, Loss: 0.000879
Epoch id: 14, Training steps: 1250, Loss: 0.001350
Epoch id: 14, Training steps: 1500, Loss: 0.000862
Epoch id: 14, Training steps: 1750, Loss: 0.002069
Epoch id: 14, Training steps: 2000, Loss: 0.000577
Epoch id: 14, Training steps: 2250, Loss: 0.003792
Epoch id: 14, Training steps: 2500, Loss: 0.004694
Epoch id: 15, Training steps: 250, Loss: 0.001400
Epoch id: 15, Training steps: 500, Loss: 0.002637
Epoch id: 15, Training steps: 750, Loss: 0.002297
Epoch id: 15, Training steps: 1000, Loss: 0.009540
Epoch id: 15, Training steps: 1250, Loss: 0.005456
Epoch id: 15, Training steps: 1500, Loss: 0.003328
Epoch id: 15, Training steps: 1750, Loss: 0.000828
Epoch id: 15, Training steps: 2000, Loss: 0.000748
Epoch id: 15, Training steps: 2250, Loss: 0.000666
Epoch id: 15, Training steps: 2500, Loss: 0.004020
Event: total_right, total_predict, predict_right: 2452, 1887, 1223
Event: precision, recall, and f1: 0.648, 0.499, 0.564
Role: total_right, total_predict, predict_right: 5354, 3379, 1737
Role: precision, recall, and f1: 0.514, 0.324, 0.398
Saving middle model...
Epoch id: 16, Training steps: 250, Loss: 0.002746
Epoch id: 16, Training steps: 500, Loss: 0.008580
Epoch id: 16, Training steps: 750, Loss: 0.001795
Epoch id: 16, Training steps: 1000, Loss: 0.003576
Epoch id: 16, Training steps: 1250, Loss: 0.022171
Epoch id: 16, Training steps: 1500, Loss: 0.002223
Epoch id: 16, Training steps: 1750, Loss: 0.001085
Epoch id: 16, Training steps: 2000, Loss: 0.001960
Epoch id: 16, Training steps: 2250, Loss: 0.001287
Epoch id: 16, Training steps: 2500, Loss: 0.007578
Epoch id: 17, Training steps: 250, Loss: 0.000765
Epoch id: 17, Training steps: 500, Loss: 0.000435
Epoch id: 17, Training steps: 750, Loss: 0.002086
Epoch id: 17, Training steps: 1000, Loss: 0.002116
Epoch id: 17, Training steps: 1250, Loss: 0.000444
Epoch id: 17, Training steps: 1500, Loss: 0.002847
Epoch id: 17, Training steps: 1750, Loss: 0.001494
Epoch id: 17, Training steps: 2000, Loss: 0.000655
Epoch id: 17, Training steps: 2250, Loss: 0.002713
Epoch id: 17, Training steps: 2500, Loss: 0.003338
Epoch id: 18, Training steps: 250, Loss: 0.000298
Epoch id: 18, Training steps: 500, Loss: 0.000303
Epoch id: 18, Training steps: 750, Loss: 0.004073
Epoch id: 18, Training steps: 1000, Loss: 0.001855
Epoch id: 18, Training steps: 1250, Loss: 0.001695
Epoch id: 18, Training steps: 1500, Loss: 0.000755
Epoch id: 18, Training steps: 1750, Loss: 0.001603
Epoch id: 18, Training steps: 2000, Loss: 0.000797
Epoch id: 18, Training steps: 2250, Loss: 0.001382
Epoch id: 18, Training steps: 2500, Loss: 0.000888
Epoch id: 19, Training steps: 250, Loss: 0.000809
Epoch id: 19, Training steps: 500, Loss: 0.000746
Epoch id: 19, Training steps: 750, Loss: 0.003133
Epoch id: 19, Training steps: 1000, Loss: 0.001811
Epoch id: 19, Training steps: 1250, Loss: 0.001647
Epoch id: 19, Training steps: 1500, Loss: 0.003120
Epoch id: 19, Training steps: 1750, Loss: 0.000965
Epoch id: 19, Training steps: 2000, Loss: 0.001127
Epoch id: 19, Training steps: 2250, Loss: 0.001067
Epoch id: 19, Training steps: 2500, Loss: 0.004546
Epoch id: 20, Training steps: 250, Loss: 0.000649
Epoch id: 20, Training steps: 500, Loss: 0.001296
Epoch id: 20, Training steps: 750, Loss: 0.000876
Epoch id: 20, Training steps: 1000, Loss: 0.000302
Epoch id: 20, Training steps: 1250, Loss: 0.001094
Epoch id: 20, Training steps: 1500, Loss: 0.003205
Epoch id: 20, Training steps: 1750, Loss: 0.000393
Epoch id: 20, Training steps: 2000, Loss: 0.001143
Epoch id: 20, Training steps: 2250, Loss: 0.001485
